
     -0.15860     0.056219      -2.8211
     0.019048     0.032996      0.57730
      0.64683      0.40447       1.5992
      0.53169      0.13395       3.9694
      0.38515      0.21845       1.7631
      0.56676      0.22650       2.5023
       3.5532      0.30440       11.673
