X
-0.1514005
-1.219527
-0.07671654
-0.07677544
0.8413052
0.9852296
-3.530681
-9.499773
-2.083409
-14.31008
-12.03166
13.83713
3.899129
1.203689
-4.705992
2.927038
3.216928
7.357577
1.941809
2.292524
-0.4987542
-5.129329
1.393751
-1.160106
-2.90047
0.896867
0.8888947
4.329681
0.3384098
0.5054771
0.3355708
4.902943
-0.4796172
-0.2674513
1.699457
-1.112005
-0.1598721
0.3194891
-0.7470686
-4.996922
1.175496
-0.5020931
1.333353
-0.4979263
-1.340054
-0.3378382
0.5063302
-1.526747
-1.088524
-4.89918
2.685927
-0.1768347
0
0
-3.055044
0.3642991
-1.096903
-3.17487
-2.238661
-1.040321
3.657771
0.9407407
-0.7518832
0.1257071
-0.5037794
-1.912104
0
0
-0.1932368
-0.9718249
1.165062
2.101319
3.711001
1.864716
1.713484
2.773141
-0.686109
2.044364
0.8953613
0.4446922
-0.8354267
0.5020931
2.147068
0.4347833
0.3788908
-0.8136741
0.1632653
-0.8190054
-0.7705046
-0.8879082
-2.027096
-1.547752
-0.8703275
-0.2918006
0.4664731
0
-0.5249356
1.91144
0
-0.690849
-0.3472226
0
0.8658063
0.4587164
2.26254
-1.351372
0.1699236
-0.5106394
-0.5704522
-1.324523
-1.048961
-1.594365
-1.983834
0.06069803
1.026269
-3.483395
2.578412
-1.834914
0.3696862
-1.487016
-4.207121
1.550419
0.7662873
-0.9587801
-1.945587
2.521957
-1.156082
-0.9737175
-0.7858587
-2.395324
-0.4048589
2.800183
-2.395324
-0.8113635
-1.435922
-3.789927
-1.731645
-0.8771986
0.2932553
1.453514
-1.967277
6.205199
-2.096513
-0.2828856
-2.509992
-0.8752791
1.526747
0.162206
0.1619434
-0.9756175
-1.536803
-3.374898
0.6841532
-2.221462
-10.61354
0.2580647
6.244225
-4.203338
-0.08421053
0.3364175
1.002515
-1.254722
-2.040887
1.110648
-0.5965079
-5.80638
3.208831
-0.5277057
-0.5305052
-1.069529
-0.2691792
1.604312
-1.604312
-2.179923
-5.085842
0.8658063
-0.28777
-3.221362
-1.700891
-1.627706
-5.697743
5.080458
-4.108003
4.8278
6.447448
-4.418981
-5.256233
3.738753
1.115065
2.488929
